"id","payment_intent_id","fraud_score","decision","block_reason","device_id","ip_address","geolocation","velocity_flag","bin_flag","blacklist_hit","evaluated_at"
"c14548f5-6b6c-42cd-ae00-6cbfb9a716b3","9d994468-f5a1-46b5-8ef2-a8741c6362be",100,"block","velocity","c37e0994-f136-4858-a542-155dc2785e26","6.45.23.142","65.8813145,172.663793","true","false","false","2025-01-22 09:23:17 UTC"
"b3b0a667-9635-4b36-bd8d-f0578a17fb9b","afe96245-2d62-4af9-bcf8-9f9a68d6f2d8",10,"allow","","cb04c5cf-d9a0-42aa-a20e-5fc3e77813fa","22.82.91.78","48.4648675,-8.601814","false","false","false","2025-02-05 20:19:08 UTC"
"f53360cd-647d-46dc-9c8c-fdcd2168ea9a","ee55cfa3-52c5-4739-8bfc-c86dd52e5453",36,"allow","","e552d7ad-7238-4460-bc01-78c921420d00","215.105.251.89","-65.933747,75.365127","false","false","false","2025-01-17 09:51:38 UTC"
"d5271e1b-79cd-477c-a954-b871c92a9b15","bc79b776-b81b-4fe7-b56d-68bd4d9edfb9",57,"allow","","18a1f8c9-19d3-4d32-8c79-36fc2a1310f6","67.127.27.95","-9.880464,149.306911","false","false","false","2025-01-23 01:35:18 UTC"
"2168a947-53e5-4859-bae6-ae854d294d39","924e0515-6964-4af1-ae1a-3fb0c3817478",84,"allow","","92a0585f-5cac-41e2-80e9-a7ec310aeb4b","99.102.192.33","52.331863,-144.102622","true","true","false","2025-02-28 00:12:11 UTC"
"c7d58c9d-8520-409f-98f3-4f66d59130ac","0a4e0946-3e2f-4d2f-87b6-17434f38b10c",64,"allow","","2d805456-dda3-4fef-80ca-b96555870afc","168.142.63.45","27.9092045,60.336153","false","false","false","2025-01-21 09:09:34 UTC"
"cb9b5e97-4e08-4e7c-b711-66af8448c459","4b57a553-47af-4456-818d-f1c9f210b49c",14,"allow","","48018d1e-4543-4f91-99db-043db49b3f70","41.158.20.199","6.3722285,38.449177","false","false","false","2025-01-12 18:27:20 UTC"
"08dfad44-aa69-4115-9436-ced5d4abf605","70d1ec39-4185-44a7-aa93-852d1f428876",15,"allow","","4cb5b870-a5d4-4b25-88e4-00ccb28a2201","217.61.75.113","43.776893,109.821363","false","false","false","2025-01-08 09:25:40 UTC"
"8e7b9a69-1ffd-4028-870d-90773d0ac78f","3dabda33-17e6-443e-a456-8107aefcd128",22,"allow","","f8cb14af-04e8-42c4-baa9-5c00ffb325b5","28.7.222.245","43.234567,165.743401","false","false","false","2025-01-30 10:12:31 UTC"
"976510e2-585b-4039-9732-61211d90d5d7","def60606-6262-43c1-9ab1-917b929a8f5b",44,"allow","","466df087-b2aa-42df-a090-e7b1f6042436","40.2.91.168","-29.0555995,20.478631","false","false","false","2025-02-04 01:03:54 UTC"
"8d006b7a-6408-4737-a7ad-d364e1f45f93","92952f59-88ac-421e-b225-26ca85f2f7dd",92,"block","velocity","750c1683-356a-4c95-922c-e65261481400","3.98.223.126","-61.674941,10.886164","true","false","false","2025-02-12 01:24:04 UTC"
"c9e0d6c5-ebb9-491d-83c7-9973bb5a04b2","c789e96d-6d95-4e16-8a61-5d76d95bf678",80,"allow","","021ddb2f-a571-4ce9-8d0c-9643256f4fd8","42.6.88.88","71.414303,169.712014","false","false","false","2025-01-16 16:39:48 UTC"
"9d63883b-16cc-4624-994e-36a9cbf1f89d","0fa78adb-b11a-40df-98a7-44fb94d603a7",17,"allow","","63a4cbd0-edd1-4a0a-9fa4-97737aed5766","72.24.39.1","-83.035061,-126.995604","false","false","false","2025-02-25 14:26:18 UTC"
"52c3dc88-536a-4e54-a077-183df4da6ff0","51a89e59-5186-421a-a63c-6239bb605624",72,"allow","","2f0205c6-2bad-4e65-956b-bef67016aa34","151.50.88.218","-86.0923235,148.703291","false","false","false","2025-02-28 00:42:51 UTC"
"21f8d502-b357-400c-9817-788b6e16f289","960ea923-ef02-4d1d-855b-59f59f9844cd",31,"allow","","64ef97f3-8be6-4bc4-905b-7b2f8913b526","95.19.150.208","78.958990,93.078391","false","false","false","2025-02-10 00:09:45 UTC"
"3fac5cc3-0905-4700-bb42-b0cd4c506495","452b4e7e-67ec-46b0-ba19-48a9bda1b44a",82,"allow","","d87a38a0-72e4-4a31-8381-10d1d65ab489","162.30.81.151","-22.1320295,20.510709","true","false","false","2025-01-31 13:34:45 UTC"
"fc35066f-33c8-4c39-a30d-d3c0daddf8d6","f6d9a349-9d9e-449e-9e3f-db628539e809",16,"allow","","407a45c1-57fc-4b60-8046-bdecc469f691","24.74.24.192","-64.666570,-24.015447","false","false","false","2025-01-08 06:50:51 UTC"
"bc8090dc-d36a-4921-b7eb-73fc205aacd4","8689c9db-b03b-42fb-beb6-1991cedb18be",10,"allow","","788a20a5-7c54-4fbd-af5a-c4390ea93a5c","217.137.211.99","-29.8558535,-136.783337","false","false","false","2025-01-01 13:29:15 UTC"
"3d48c2c3-ceb8-463f-bc38-2f908451efde","f72a9457-ebfd-4039-bd14-add2d97f8d0a",68,"allow","","b4b9f9cc-8820-4e47-8841-7cc4e4ce971d","25.23.142.137","-17.924915,-81.583209","false","false","false","2025-02-16 13:09:35 UTC"
"eef17297-c569-4b97-8bfb-8b0aad75a28b","705a696e-cfec-4f87-8e86-193d2baa34fa",28,"allow","","42d0eac4-d9ea-48e5-ae48-20751040349c","174.113.148.84","-33.002734,-166.046185","false","false","false","2025-01-18 13:36:19 UTC"
"7f9b1d97-134e-4454-8e16-495480245fce","5b02fdc1-f60f-4f76-a812-a3b907fb12bd",7,"allow","","4300b39b-4cf2-4ae3-aeb2-abe53b349e67","7.193.140.176","76.714727,97.648222","false","false","false","2025-01-10 13:27:28 UTC"
"c39234cf-1523-46bc-a051-5f77e0f65443","d514d620-c365-4119-8709-1daa2e0fbe68",75,"allow","","83d37daa-1f0a-49ea-8d65-247f4ad52bee","126.90.242.40","-86.6983965,-130.169722","false","false","false","2025-02-22 02:31:51 UTC"
"60a7ac45-5cea-4f01-90b0-f8ba28fd124e","1c604f42-7c32-478c-a613-290c1991ff72",71,"allow","","1b423c24-f05e-420a-8476-a904d8a948be","26.226.62.164","45.744905,36.471876","false","false","false","2025-02-14 21:42:22 UTC"
"147dc653-90c3-4b42-8a2f-95da10599243","bd236567-84db-4ba4-9204-84c49567d59f",17,"allow","","7175a0d7-f169-42b7-812e-7190f53d794d","21.207.162.73","-21.7265785,-132.371326","false","false","false","2025-02-26 14:57:31 UTC"
"0b4e7532-b9bf-4caa-9771-32966dbc0260","cfafa552-60ca-438b-bf74-858772b81ce4",55,"allow","","5114286b-4be1-4cbc-aab6-b27ab0911ebf","187.247.28.56","48.898817,140.951070","false","false","false","2025-01-20 08:55:33 UTC"
"2aa0ceef-408a-4418-972b-dc58bf41bd98","57fe8d0c-57bf-4c3c-bfc6-da7b1e8ffb9d",26,"allow","","7ada61b7-70b6-4f69-9796-733308776f85","1.224.63.57","-55.366879,50.221045","false","false","false","2025-01-23 07:28:10 UTC"
"b86ce880-7db5-41c0-972a-942e38ae2ec4","975e90af-d8ed-450b-be97-7f5c0919d0a8",25,"allow","","1594f12e-96fc-4ce7-9ba6-29555dd76ef2","39.162.56.73","-58.8592055,156.956188","false","false","false","2025-02-14 14:25:27 UTC"
"4ccacb91-e94c-4563-abea-db88ca039e13","978777f2-918e-4da7-bbbd-76cf4cfbe7c9",40,"allow","","50096be1-e66a-4b10-abd2-050d5eb67894","205.246.0.64","-37.4491355,-108.173371","false","false","false","2025-02-02 19:03:46 UTC"
"6a78e570-30f0-4628-b281-bf8a4f2c0762","8df8d6c1-3cee-4db6-a183-8a9fb82fbda4",16,"allow","","ae7c8bca-5fe1-4e01-bdbb-543cbdda4698","96.136.110.220","11.4383895,-83.289643","false","false","false","2025-02-12 22:15:04 UTC"
"07142a7e-a3d5-4a16-a9f0-b38e7ea618a9","91bd27a9-9c3d-40c2-bb98-7fa989477cd5",54,"allow","","959c4cb8-9d55-474c-a2e1-9b1bbaa445ac","62.79.16.79","-14.5514145,-113.879240","false","false","false","2025-01-03 09:53:35 UTC"
"8364cc68-5c4f-4bde-81c6-9693cdb390ae","bf5e25ad-bc13-485c-ac84-921dafd0db02",82,"allow","","0bad08ee-4ffa-4d33-bb05-d92b104eaa3e","201.154.196.115","-19.248395,37.624623","true","false","false","2025-02-16 15:06:37 UTC"
"4a2b1efe-cff3-46ba-b172-4758ef76ea3a","83f7f2d4-2e79-42a6-bf7c-fd2332fa1cdf",3,"allow","","58f53783-a16d-4dc5-bd43-f7097a73562e","184.65.46.37","54.7395235,-97.571558","false","false","false","2025-03-01 08:46:55 UTC"
"82d7a142-7d44-4320-b861-d0a72c2f97c0","e992442b-60bb-4edb-99f9-df7f673750e1",35,"allow","","e1205d15-82f5-431c-b691-b6e40c525213","165.214.241.51","-17.573429,-134.981622","false","false","false","2025-02-23 17:24:15 UTC"
"3110a083-0697-47cf-b69c-f1d1f41789eb","6dcf8245-a206-4970-a217-d38307a75be6",57,"allow","","dc798888-6e59-454b-a390-e639cfea4174","96.209.233.202","-14.414472,-71.411666","false","false","false","2025-01-28 04:54:36 UTC"
"35904197-7c7b-4d75-bbd3-96dc56a8496f","4fb95fcf-2887-48fb-9602-9d6e4284c155",55,"allow","","a2782155-77af-4c40-8775-2130139a6bb1","115.85.30.66","-81.896307,-134.289873","false","false","false","2025-01-09 04:15:15 UTC"
"f57f08ce-a92e-476e-8257-20932b25e92e","a5bf9aa9-9323-495e-bf39-76aecb6fa6f9",56,"allow","","b4f7c474-462c-42f0-ac35-bebb0be26a75","192.254.220.161","46.573062,-20.061650","false","false","false","2025-01-30 05:53:55 UTC"
"879951ba-60cb-4216-9753-e9fafbcc6ea0","fe1dab40-fc0e-461b-af19-0aa73af58be0",18,"allow","","22cfa9d6-2c13-4c3a-970e-f6ea547e9021","118.224.87.214","-57.2696905,69.665694","false","false","false","2025-01-16 22:25:59 UTC"
"85e10543-a3ba-4b50-a81b-14ef28ea3665","7b5544df-ffad-4807-bed4-755f7d758e44",72,"allow","","82d09b33-bee2-4624-890b-dcbda4806b89","117.10.110.68","34.531241,113.182294","false","false","false","2025-01-04 08:15:08 UTC"
"6fe017d0-3094-4d97-ab0f-549cd8b210eb","96a5796a-d556-43de-92ec-e1eaa2f25235",75,"allow","","b0de47be-4e6b-49c6-b2d1-4512fc0f9d2f","176.239.25.19","2.7101935,10.151288","false","false","false","2025-02-22 15:34:53 UTC"
"0b1d19b6-89a0-4a5a-9153-01b2697884e2","cec07279-ee3a-4f60-b764-1467b39f1835",52,"allow","","a7d32940-4d57-44fd-8c71-87d2b5e81f29","43.59.106.230","71.6156775,-46.720574","false","false","false","2025-01-16 01:24:38 UTC"
"a4f30eb9-e571-4bd7-b4d2-c85285d81be1","54b0a680-c74e-45ec-8b62-41f55cb22751",88,"allow","","59f74a10-ab34-42b8-be8b-34b7cf05be31","122.197.186.49","-37.4799345,54.632816","true","false","false","2025-02-13 20:01:19 UTC"
"647f69c1-bf99-4de7-9d97-f7392424c51d","a4777384-099b-4b34-9115-b8e7003bba49",28,"allow","","9b5a1d0d-e39c-48d8-8296-53f100d9ff40","102.71.121.63","-44.279677,9.160262","false","false","false","2025-02-13 14:42:35 UTC"
"5a3e716c-4dcc-41b2-9830-3137cdc908a1","044ff752-548c-448c-a247-385463e12db4",44,"allow","","887e5c14-5453-4dfe-bf13-870bf4892224","136.19.70.127","-9.7966895,-32.748459","false","false","false","2025-01-20 20:56:46 UTC"
"9d86cca1-660f-4676-acb4-f7aeedb806f1","dada2bc7-fcc3-4eba-9006-73527530b821",41,"allow","","fb6595c3-0457-4db3-875e-7963774272cd","108.180.44.112","-31.1648585,47.914372","false","false","false","2025-02-27 20:00:15 UTC"
"36239e61-1926-4ae9-b743-ca9fbf6b3a04","bb50013f-5513-4fd4-b919-cfa3dfe8b324",94,"block","velocity","2b86008d-d308-42b4-9f04-50097a7c1631","17.5.66.80","42.4153195,24.748953","true","false","false","2025-01-15 01:48:38 UTC"
"c3c918c5-35e9-429f-bc57-4b69446e8b9e","c59235e9-8d8b-4b6b-b272-da62cdfca6d1",83,"allow","","40f87763-b9fc-4c81-99f6-99eb33a04846","23.227.175.209","-54.1692655,-24.572990","true","false","false","2025-02-10 04:52:30 UTC"
"308d19be-3c24-4a48-9386-b3e9562a5655","afd42ef2-54cb-4470-ae92-1e2e94017f3c",38,"allow","","4a1c3379-abb6-4530-98e8-292596d33d7d","166.215.233.75","-49.255163,1.051214","false","false","false","2025-02-14 23:25:51 UTC"
"3ca41020-0c36-4802-9fe2-bfc7619e7d0c","32023a94-8777-462f-9c23-89cfd1a475d9",3,"allow","","61d26e5a-a293-46df-a660-771a78d64e32","81.114.71.207","-71.376827,-20.940422","false","false","false","2025-02-20 00:22:13 UTC"
"832dc78a-1a6d-49d0-a5e5-57ec981a0b61","18bb2ee4-db2b-426a-8230-441f4171c1a6",100,"block","velocity","789c3efa-52ae-4adb-8ff2-3f00a78e362b","60.150.116.134","37.6498125,-41.858798","true","false","false","2025-01-09 15:25:31 UTC"
"572b8184-ebfc-4ccc-bb9e-300320aed86a","f4c6d853-7f0a-49dc-96d1-47ed7b560cd2",83,"allow","","1aacb84b-fa25-44e7-b164-dcc4100521aa","139.207.195.110","19.232524,-90.446035","true","false","false","2025-01-12 10:20:48 UTC"
"8f6ac21d-831c-41e8-8c18-27991e7cc7ad","41d020f8-7772-4ef5-ae26-71b8ef18e91d",37,"allow","","2e294735-e9ca-47e2-ac13-df3ea399815b","18.27.76.12","-43.485529,-65.967335","false","false","false","2025-02-27 13:47:43 UTC"
"fa1fcf3f-5c1b-4598-8255-e876b6cd1999","17a1cace-c751-4902-89f5-7e7afaaeec24",42,"allow","","40aea67e-fcc1-4be3-b006-15a46c31dfb0","9.11.168.176","-53.119709,-156.413899","false","false","false","2025-01-16 21:30:53 UTC"
"2001971d-335c-4234-885a-166ec01641b2","af4e03ef-53cc-45e2-895a-7940ab0c9fc4",99,"block","velocity","25b7da0f-1cdb-4ef9-94b2-fd0dc61f7c29","199.233.165.254","18.8294655,-61.244579","true","false","false","2025-01-17 18:03:03 UTC"
"44fc6e16-73cb-4e19-aaba-7fb1c6027244","043b8e0a-9e45-4aae-995a-e8c246abbdf2",83,"allow","","138971de-eb2a-4251-af22-fb771c4b0a75","12.172.186.209","-87.8798495,-64.938400","true","false","false","2025-02-01 02:07:13 UTC"
"f181db2a-819a-4adf-a324-672f2c73adfe","c6720813-38a4-4b51-953f-28aeb3798cc2",6,"allow","","49170658-a58a-4d07-b4b1-56fc8be9b900","13.251.170.35","-68.1361945,22.723667","false","false","false","2025-02-19 18:03:35 UTC"
"657fa341-c62c-4d04-8e2f-46986e04c067","45653d05-ed70-4686-aa68-819c127ff36f",67,"allow","","f4587662-18ed-4ba6-a028-2ab8b3964ba1","92.165.15.145","19.7046065,23.288479","false","false","false","2025-02-09 15:49:31 UTC"
"aea6958d-4b2b-4c8f-bffa-66ed4feab5a5","31c29789-5172-4bd2-b2fa-73a2cec3d4d7",14,"allow","","0eebf6a9-f089-4e46-b683-23b40cb22ff3","218.127.67.34","-12.693762,104.421670","false","false","false","2025-02-17 22:00:58 UTC"
"f4481aa8-b4bc-4827-92e4-6c70490c95a8","0f5f9516-c91f-4c98-8136-277b369e3558",74,"allow","","69acd07d-38cc-46da-9c3d-e2d420e463e2","184.177.5.244","23.026275,-90.892019","false","false","false","2025-01-15 07:01:45 UTC"
"38d4d960-d6ba-4f11-9c1f-722a8d0a9ea4","1eaaab79-91ca-400b-b02d-c7eab879e2d1",22,"allow","","5e70c0f4-2780-4485-a4c2-619c424c89a6","183.33.177.19","-76.6319445,-105.949132","false","false","false","2025-02-10 01:50:30 UTC"
"a828985c-99c2-48cb-8668-7bca1f323897","e2a92714-719f-4972-bf6d-17e58d679be5",50,"allow","","42286172-610e-476a-9180-b7239a571c17","174.98.212.147","-70.6599215,-142.470431","false","false","false","2025-01-13 03:28:44 UTC"
"d07f69f1-4f25-4a76-b02c-f4a09c938322","86838861-3476-4e43-982a-b8129a51b037",41,"allow","","30d3faaf-97c0-48a0-b484-bdbad47087de","166.247.130.231","-89.0037505,37.067068","false","false","false","2025-01-19 14:00:36 UTC"
"665f8cee-88da-4a65-9a31-9c0e5e120b57","06b046c4-c636-489c-a01a-f55a4e79a2f6",15,"allow","","051d45f6-6ea5-4b07-a09a-938e6cae6e6b","31.156.106.99","88.8205095,-132.390173","false","false","false","2025-02-25 23:42:08 UTC"
"67bb782a-aa9a-455b-8abe-d2f9b245b843","c0f8b8d3-3522-4b54-bd02-239f3907e482",8,"allow","","dfe18aff-cc77-4031-b547-aab0a78dbbd9","106.136.96.68","-76.429227,-32.455566","false","false","false","2025-01-29 08:19:12 UTC"
"695c1534-c8c7-4fc5-9e75-ede2f1b0afd3","ece89e7f-c832-4f3f-a869-64a5d1d241e3",46,"allow","","fc804f4a-e4f1-43dc-8139-134cdd1a88c4","205.156.51.234","51.942518,-119.266422","false","false","false","2025-02-04 15:49:18 UTC"
"623b05c3-4135-4a4d-917a-009a3e943139","b44c0e12-9b66-49a4-a14f-8acf83e1adf7",1,"allow","","5092b572-f896-40a1-841f-d55ca5c9b025","210.137.35.241","85.4007345,13.867680","false","false","false","2025-01-04 09:50:31 UTC"
"c62c70ff-8324-4bf5-b5aa-fc868c702e1a","6d3ab5d4-3bb0-4b41-a5ab-3dd801c9a066",98,"block","blacklist","735a66e1-c337-4bb9-b1fe-56a5109f459a","138.130.60.60","-9.544135,45.997773","true","false","true","2025-01-09 21:24:23 UTC"
"2de25ddf-469f-4624-a0c8-4f543dc58b33","3151552e-f81b-42d0-b47b-773c4885b1fa",79,"allow","","e041937e-4d0a-4df7-94a1-222bee8a1739","106.146.14.209","28.155181,-109.294123","false","false","false","2025-01-21 22:21:58 UTC"
"7f56b9be-c028-491e-8f9a-e7d01d3a44cb","32059906-1fa5-4de1-b16b-52e041078849",22,"block","blacklist","a1a89615-5635-4f1a-9244-2a237a4437ee","19.205.46.248","-26.6096725,47.968667","false","false","true","2025-02-23 00:27:43 UTC"
"25e137f3-4b0e-4889-a770-8d743e277265","9f55fdce-ebcc-4eaf-8c33-d4915f109a86",74,"allow","","7c38fb45-4146-4659-9c36-7ebadc621ddb","75.195.252.108","20.615800,40.165550","false","false","false","2025-02-15 19:13:50 UTC"
"85cbf233-5399-49c0-8666-a96ebef40d8d","aa125ed2-bb72-4017-94e1-8905ae912052",85,"allow","","76b21276-9414-4d0e-9447-e16674c23222","43.114.100.89","14.5503335,-153.212548","true","false","false","2025-01-22 20:58:41 UTC"
"e7be5004-3bcb-41d0-9a4e-5f5d004096db","3bf65229-b5a1-4a04-ba97-e03ea6079a3a",20,"allow","","f48c40ef-7c35-415b-9075-13410e5634d7","57.242.54.64","-8.054099,-32.700502","false","false","false","2025-02-05 16:47:28 UTC"
"7afd348a-f416-4832-8d57-2aa822f8a702","eb299bf1-6d56-46b1-b139-2e08f1ad19d8",69,"allow","","9f188255-8ad3-4967-a582-77366311d128","119.77.112.166","-66.000174,20.272534","false","false","false","2025-02-19 07:53:35 UTC"
"b6bb0675-ba47-435e-bd84-5511eb08384d","44fce170-8f4c-4f34-9277-de403163f755",3,"allow","","45dbae0d-c32f-42ac-9677-35441c8d6aff","165.121.21.200","0.255593,65.436307","false","false","false","2025-01-05 11:48:46 UTC"
"8acd6ee8-02b5-46ef-963a-32763123430d","c6a2d373-062e-4add-9326-5bc4b3c66474",38,"allow","","5097428d-24e4-4f8a-bfa5-63e050622e6a","141.234.197.250","-88.1335205,-178.828835","false","false","false","2025-01-05 10:05:10 UTC"
"6cbc8d49-a579-4a9b-a388-e946f00a6af8","4975bedf-adaf-4045-a89e-16009bacaf11",82,"allow","","037cc692-b305-419c-9c51-6ed64162a529","123.35.97.47","48.834935,-20.173155","true","false","false","2025-02-21 07:53:12 UTC"
"d1da3d9d-a72f-402f-b6ff-490e554d6d79","33287378-7669-4b2e-99f1-ff2165de8304",37,"allow","","f8d121a3-113a-4495-8d5a-47a52eea5b7b","109.211.73.255","-79.7659865,-44.778091","false","false","false","2025-01-18 16:01:24 UTC"
"6b7dde91-3683-4c6b-b56c-d2e777a0d526","9d829b76-f9fe-49e4-84e1-6498f4a52822",56,"allow","","161193fc-a83c-4bb7-96c0-45851b7724eb","12.212.195.150","-24.182179,105.297463","false","false","false","2025-01-06 22:47:27 UTC"
"b21151ea-1a10-4de1-9b5b-17f4ab0d26e7","79d46ada-83df-4a8c-ba30-ba07e8df411f",62,"allow","","cb63a81f-fa09-4a37-bb37-5b0171ef504f","77.68.7.189","-19.6959805,9.965032","false","false","false","2025-02-25 02:56:20 UTC"
"c4ae629b-2d2d-4213-8105-d35391adc4c8","fc2b0166-8fd4-491a-abe7-3532e912d686",33,"allow","","4e8224d2-2b3c-424e-b9d4-7f29ed0423b2","187.41.101.244","-51.817605,154.365790","false","false","false","2025-01-23 20:11:02 UTC"
"19ca2769-0a61-49c2-9129-29479a884e5c","1ca42ed8-024f-4c04-b312-d69818bd8570",23,"allow","","fb596e13-abf2-4f5a-85f5-60d375f6c83d","158.239.90.87","23.067083,-62.988030","false","false","false","2025-02-20 18:55:47 UTC"
"f25d0851-eb00-48f3-a433-adf4d1f60177","1cdf728f-2232-4e99-9c1f-83992895fe9c",11,"allow","","51c10333-e755-4981-b288-b1d317e48c02","202.13.12.5","71.8749845,-61.737928","false","true","false","2025-03-01 07:42:50 UTC"
"24a3bbe9-1607-4dcd-9686-04691d7e9e48","20075fe5-fa05-492a-8211-b4a1f5076d18",95,"block","velocity","50aa39e8-020b-4f9b-846a-71bb7911e289","202.68.91.203","58.8221485,73.160339","true","false","false","2025-02-13 06:01:22 UTC"
"afd5df29-45a0-41d9-a1cb-c9bb9c2b2353","d22da6c3-c987-4aa7-8004-c85c64231035",16,"allow","","f73e43fe-8817-4fbf-a0c3-f4b25bdf95f5","17.24.135.155","-65.005113,-176.016631","false","false","false","2025-01-17 19:35:44 UTC"
"65730215-faa3-4de5-925f-15ea33c186aa","1e09f77c-f52f-4943-b1db-b8c966ccfb90",65,"allow","","025ab157-8c82-4cb7-a19d-91d9cea54760","33.128.138.158","64.170713,-33.943973","false","false","false","2025-01-16 05:43:10 UTC"
"d7a1e749-4f4b-4d5d-8d77-a8be88c2ba78","05c67587-5903-4255-8560-83cb4a91d0d7",74,"allow","","abe34f5f-21b6-423d-9c9b-563e56a152a1","187.168.89.103","-28.012058,104.105136","false","false","false","2025-02-17 07:26:46 UTC"
"64710128-e275-4295-af39-86701c4a31ba","44b50d92-6e46-4f65-b8bc-4b9593918668",40,"allow","","154039d5-91c4-459c-9720-17d96f5dca41","216.164.22.248","-28.379905,-117.841902","false","false","false","2025-02-24 11:51:29 UTC"
"168a8c08-e94b-46a9-aa25-7cf1c4c82173","815caa7c-0e50-4a3e-b555-6390611e99e8",65,"allow","","b2d3f5d8-3070-4c5d-af68-b0e5012ab605","163.86.105.14","-83.5070125,87.924878","false","false","false","2025-02-16 16:26:59 UTC"
"891a133e-6ad3-4bc5-9cc9-295540bd0bea","0363f272-0f01-45ba-b091-5c5234bfc6a5",11,"allow","","ca39f81a-126f-4791-899f-27cc6ee1604b","126.6.99.160","40.817063,-120.686669","false","false","false","2025-01-06 14:52:58 UTC"
"674c380c-bbaf-459c-b607-b95ebbcade7a","6721bc64-eaa2-4eff-8513-33c6f08ae5ef",28,"allow","","874e5dcc-18c4-44b6-a617-1fdcbd3ade82","221.32.199.72","17.6702585,86.173204","false","false","false","2025-02-18 13:49:31 UTC"
"0fdbda1a-66d7-4592-b44e-b95b9c06315f","7bd8d8a6-f380-4308-a593-67dfd48f2677",85,"allow","","0dc1e1c5-94b3-459c-8e4b-3e0557606b24","53.22.187.217","-67.0351525,177.707497","true","false","false","2025-02-17 02:44:23 UTC"
"8778de15-c927-4394-8ca6-284a2ddb0698","c19c6e24-1c0b-4ea3-b53f-d44a36cea16b",2,"allow","","1b9b0c52-f917-48f8-9a71-5b953970acae","156.104.172.167","13.934673,-66.332379","false","false","false","2025-02-10 11:55:51 UTC"
"430d9d0d-4c44-4f98-aaae-1accc4dd9b29","201e775e-8e30-47b4-9216-2e437e467de1",58,"allow","","f4468c4f-018b-4d93-8067-e08a0ed403de","84.52.72.12","31.657433,80.549828","false","false","false","2025-02-07 20:35:57 UTC"
"90fcbc41-27a6-4e5d-bc1b-42321570f566","b9d5d8d6-5d3a-4f4f-b891-21d5448b12d8",2,"allow","","3a781439-471c-4133-984d-90d45543be7b","46.97.189.240","-18.6512125,-13.369741","false","false","false","2025-01-25 05:18:17 UTC"
"973cc4f9-c2da-4974-a233-03fd2fe4f5d5","65573534-d6a6-41fa-add3-8f2bb33705d2",88,"allow","","402f7de4-8dd3-49d7-a4fc-380a0ac6aee2","7.122.242.71","-6.639948,-11.639969","true","false","false","2025-02-11 15:06:56 UTC"
"b88b4c7e-4fcb-44ba-8d04-0f92a596863c","3826fecd-2e0f-41c5-afa9-2e2fcfc78fcd",1,"allow","","86427f95-b264-4b91-84cc-5a5b489af543","8.177.93.8","19.8550105,-45.869004","false","false","false","2025-02-18 18:53:45 UTC"
"e549b55a-0c6f-4f43-b95f-d4b599ddc72b","264273e4-6d43-4388-8349-5df5e2ff877e",54,"allow","","61a4aeda-0b24-44f5-bc7c-e58ae0ea10ae","101.79.253.250","-5.5618045,89.789836","false","false","false","2025-02-23 07:13:25 UTC"
"f9d481fb-2cdb-456b-aa25-446cd3df8a52","98bab0a6-597d-4bbd-bfe8-3c4c5d710696",99,"block","velocity","8986bcaa-85cd-49f4-a3d7-71a37e91a497","17.62.120.172","8.262267,-91.314538","true","false","false","2025-01-03 21:31:39 UTC"
"319deb0f-da7e-4015-8fe4-e75c133fee34","7a5887f2-a895-443d-8469-1e85d215b2f5",9,"allow","","cb96541a-764d-4ab4-a278-2a7dc1250018","12.40.44.185","51.251504,-41.502235","false","false","false","2025-01-12 04:16:07 UTC"
"a070d342-6dcf-429e-86e1-1fd351ea690c","fe7d7080-6245-4d97-a73d-2e0d7913713c",88,"allow","","fba62cee-9606-4d95-9109-3ed290651277","100.243.224.214","2.9875605,95.702543","true","false","false","2025-02-14 16:02:51 UTC"
"73e91230-a463-4a10-ac0c-090863f9827f","63f3c690-120c-410f-9e46-108f17f932ec",4,"allow","","dfaf4e6f-3a1b-41b5-b452-41c6b49fa98c","135.32.120.190","57.384148,-176.841354","false","false","false","2025-01-06 02:53:21 UTC"
"a248808b-ed99-422e-ab37-7317c1122719","406e71bb-b028-47b5-b01c-0a5dcaa8798d",97,"block","velocity","b45e3b0b-9727-4aa8-b4c1-61eb9d673aa2","61.118.39.30","-21.062883,-132.537451","true","false","false","2025-02-27 02:31:42 UTC"
"95b95ac8-6dd4-4932-932c-01ab196a99bc","1a14230e-8036-495b-a415-0c9a4a2195f3",10,"allow","","7ee08f8b-4012-4747-b8d0-05d59e1d1be5","184.180.39.154","37.181075,-154.165099","false","false","false","2025-02-10 06:11:08 UTC"
"64f128c4-0bae-48fc-a6df-95e2d472196a","c6733d7d-9dd7-41c8-8d6f-bc4fcccbb4f3",60,"allow","","cfcf0d71-94c0-4f2e-9a4d-b0e2ea1111fe","223.169.115.8","65.0079105,-165.015260","false","false","false","2025-01-25 02:59:55 UTC"
"eff20600-1be8-411b-9d46-ac3c7feaa5ac","3743ff27-9769-4e4c-9a8d-303ada01d646",4,"allow","","fd339280-8357-4f08-b021-4b639480f108","180.99.254.2","75.6116265,-32.863219","false","false","false","2025-02-26 12:46:24 UTC"
"d48d5ac4-70f9-4abb-88d1-96de799b848a","118a5c5f-f853-482d-88ee-962356787f11",8,"allow","","0f2d7ab9-97d4-4a5d-bb76-059094e945ec","144.59.155.104","28.7622255,3.219017","false","false","false","2025-02-12 04:34:19 UTC"
